accuracy,f1-score,model,precision,prevalence,recall,specificity,test_time,train_mask,train_ratio,train_time,use_meta
0.9032407407407408,0.9179211938735437,naive_bayes_1,0.9516829533116178,0.6103395061728395,0.886472819216182,0.9295049504950496,192.8362889289856,"(0, 6480)",0.05,4.731057405471802,True
0.9797870698966209,0.9836922693887713,naive_bayes_4,0.9821029082774049,0.6187316772103071,0.985286783042394,0.9708619991906111,232.2803874015808,"(25920, 32401)",1.0,95.65197730064392,False
0.9483024691358025,0.956679167205483,naive_bayes_2,0.9919549477071601,0.6179012345679012,0.9238261738261738,0.9878836833602584,248.98853731155396,"(12960, 19440)",1.0,95.77628970146179,True
0.9790123456790123,0.9830254618072891,naive_bayes_0,0.970667981266946,0.6103395061728395,0.9957016434892542,0.9528712871287128,221.13045024871826,"(0, 6480)",1.0,97.06768441200256,False
0.37916666666666665,,naive_bayes_3,,0.6208333333333333,0.0,1.0,221.10468697547913,"(19440, 25920)",0.5,46.53791785240173,True
0.6103395061728395,0.7580258744609488,naive_bayes_3,0.6103395061728395,0.6103395061728395,1.0,0.0,207.1348922252655,"(0, 6480)",1.0,97.89134454727173,False
0.8549606542200278,0.8674936566112208,naive_bayes_0,0.9977302204928664,0.6187316772103071,0.7673316708229426,0.9971671388101983,195.67159819602966,"(25920, 32401)",0.05,4.454208850860596,True
0.9308641975308642,0.9424016456672667,naive_bayes_2,0.9760319573901465,0.6208333333333333,0.9110116828237633,0.9633699633699634,184.19373607635498,"(19440, 25920)",0.05,4.48013973236084,False
0.8555555555555555,0.868020304568528,naive_bayes_0,0.9967616580310881,0.6179012345679012,0.7687312687312687,0.9959612277867528,201.01541900634766,"(12960, 19440)",0.05,4.5748045444488525,True
0.9739197530864198,0.9786858368016143,naive_bayes_2,0.9763462506290891,0.6103395061728395,0.9810366624525917,0.9627722772277227,215.1735508441925,"(0, 6480)",0.5,48.41521978378296,False
0.9337962962962963,0.944695114090499,naive_bayes_2,0.9762856381561418,0.6179012345679012,0.9150849150849151,0.9640549273021002,183.7773687839508,"(12960, 19440)",0.05,4.633116006851196,False
0.37253086419753084,0.004894762604013706,naive_bayes_3,0.20833333333333334,0.6231481481481481,0.0024764735017335313,0.9844389844389845,163.22671747207642,"(6480, 12960)",0.05,4.81902813911438,False
0.9381268322789693,0.948556767158435,naive_bayes_1,0.9767503302509908,0.6187316772103071,0.9219451371571072,0.9643868878996358,234.44523096084595,"(25920, 32401)",0.5,47.69233751296997,True
0.970216049382716,0.975878015248094,naive_bayes_2,0.976732549412059,0.6179012345679012,0.975024975024975,0.9624394184168013,222.52420616149902,"(12960, 19440)",0.5,46.34330368041992,False
0.9558710075605616,0.963248522230789,naive_bayes_2,0.9936373276776246,0.6187316772103071,0.9346633416458853,0.990287333063537,242.75909876823425,"(25920, 32401)",1.0,95.14835715293884,True
0.9777777777777777,0.9824347401805319,naive_bayes_0,0.9680288461538461,0.6231481481481481,0.9972758791480931,0.9455364455364456,220.82512140274048,"(6480, 12960)",1.0,97.46182179450989,False
0.946141975308642,0.9548103068755666,naive_bayes_2,0.9964864864864865,0.6208333333333333,0.9164802386278896,0.9947089947089947,252.68546104431152,"(19440, 25920)",1.0,95.8945939540863,True
0.38904320987654323,0.006524466750313676,naive_bayes_3,0.43333333333333335,0.6103395061728395,0.0032869785082174463,0.9932673267326733,225.1429135799408,"(0, 6480)",1.0,97.15155577659607,True
0.9489197530864197,0.957471412051908,naive_bayes_1,0.9733542319749217,0.6103395061728395,0.9420986093552465,0.9596039603960396,244.50151443481445,"(0, 6480)",1.0,98.28495121002197,True
0.38842592592592595,0.006517924291802456,naive_bayes_3,0.38235294117647056,0.6103395061728395,0.0032869785082174463,0.9916831683168317,178.95135736465454,"(0, 6480)",0.05,4.470391750335693,True
0.9356481481481481,0.9469263077510499,naive_bayes_2,0.974076983503535,0.6231481481481481,0.9212481426448736,0.9594594594594594,179.99307084083557,"(6480, 12960)",0.05,4.828389406204224,False
0.9066358024691358,0.9185623906313096,naive_bayes_4,0.982153137593552,0.6103395061728395,0.8627054361567635,0.9754455445544554,198.82971954345703,"(0, 6480)",0.05,4.758840322494507,True
0.970679012345679,0.9766527402310149,naive_bayes_1,0.9657351154313487,0.6208333333333333,0.9878200347999005,0.9426129426129426,221.83702325820923,"(19440, 25920)",0.5,47.878652811050415,False
0.9753086419753086,0.9803825404610103,naive_bayes_1,0.9673360754899588,0.6208333333333333,0.9937857320407656,0.945054945054945,229.3294677734375,"(19440, 25920)",1.0,93.89571070671082,False
0.9674432957876871,0.9739345274861025,naive_bayes_1,0.9649938800489596,0.6187316772103071,0.9830423940149626,0.9421286928369081,211.91190695762634,"(25920, 32401)",0.5,46.979642391204834,False
0.8660493827160494,0.8812260536398467,naive_bayes_1,0.9802130898021308,0.6208333333333333,0.800397713149391,0.9735449735449735,204.26984906196594,"(19440, 25920)",0.05,4.449157238006592,True
0.3785493827160494,0.002971032433770735,naive_bayes_3,0.17142857142857143,0.6179012345679012,0.0014985014985014985,0.9882875605815832,168.6573464870453,"(12960, 19440)",0.05,4.8329713344573975,False
0.9756172839506173,0.9802549362659335,naive_bayes_4,0.9856747926614727,0.6208333333333333,0.974894357444693,0.9768009768009768,242.10767912864685,"(19440, 25920)",1.0,96.25692439079285,False
0.9010802469135802,0.9138093317197795,naive_bayes_2,0.9758759333716255,0.6103395061728395,0.8591656131479141,0.9667326732673267,193.47152876853943,"(0, 6480)",0.05,4.82132625579834,True
0.9669753086419753,0.9733499377334993,naive_bayes_1,0.9590184049079754,0.6103395061728395,0.9881163084702907,0.9338613861386139,214.43946146965027,"(0, 6480)",0.5,47.687506437301636,False
0.9720679012345679,0.9774060666583446,naive_bayes_0,0.9770401796855502,0.6179012345679012,0.9777722277722277,0.962843295638126,216.89968180656433,"(12960, 19440)",0.5,47.893083572387695,False
0.9390432098765432,0.9494302906157983,naive_bayes_1,0.9788806758183738,0.6208333333333333,0.9217002237136466,0.9674399674399674,238.62077713012695,"(19440, 25920)",0.5,47.98792314529419,True
0.975462962962963,0.9800025154068671,naive_bayes_0,0.974974974974975,0.6103395061728395,0.9850821744627054,0.9603960396039604,213.14168286323547,"(0, 6480)",0.5,47.56799340248108,False
0.9455330967443296,0.9541617971691988,naive_bayes_4,0.9953942021132485,0.6187316772103071,0.9162094763092269,0.9931201942533388,252.44135212898254,"(25920, 32401)",1.0,96.85582304000854,True
0.9341049382716049,0.9448961156278229,naive_bayes_0,0.9775700934579439,0.6179012345679012,0.9143356643356644,0.9660743134087237,182.59348487854004,"(12960, 19440)",0.05,4.499878883361816,False
0.8449313377565191,0.8568987612131568,naive_bayes_4,0.9986724195154332,0.6187316772103071,0.7503740648379053,0.9983812221772562,203.68428897857666,"(25920, 32401)",0.05,4.6848390102386475,True
0.9404320987654321,0.9495951945677724,naive_bayes_4,0.9950738916256158,0.6179012345679012,0.9080919080919081,0.9927302100161551,257.701575756073,"(12960, 19440)",1.0,95.72641158103943,True
